"lon","lat","source","color","data_evento","data_fine_traiettoria","meteo","recettore","data_inizio_traiettoria","uid","geometry"
10.338633999999999,43.587334000000006,"Raffineria ENI","#ffff00","2019-06-30 05:54:00","2019-06-30 04:54:00","eni","R1","2019-06-30 02:54:00",0,"POLYGON ((10.32654043229214 43.58930267125415, 10.32663299922555 43.58957214966822, 10.33266598328944 43.58957214966822, 10.34613250411024 43.58991275770062, 10.35055643669405 43.58980086334609, 10.3506498974077 43.58952878298256, 10.34614539305301 43.58964290356185, 10.33266594594253 43.58930213294441, 10.32654043229214 43.58930267125415))"
10.321111111111101,43.5884722222222,"Toscopetrol","#abffc2","2019-06-30 05:54:00","2019-06-30 04:54:00","eni","R1","2019-06-30 02:54:00",0,"POLYGON ((10.31853650488724 43.58930337463877, 10.31862572805595 43.58944093517538, 10.31873358219481 43.58957214966823, 10.3234886400274 43.58957214966823, 10.32359649416625 43.58944093517538, 10.32368601085589 43.58930292210052, 10.31853650488724 43.58930337463877))"
10.3201203983695,43.58611844865335,"Costieri D’Alesio","#00ff00","2019-06-26 22:00:00","2019-06-27 05:00:00","ispra","R1","2019-06-27 03:00:00",48,"POLYGON ((10.31488774330739 43.58854799892119, 10.31495821545676 43.58863373813374, 10.31515034831388 43.58882265220986, 10.32162530325624 43.58898642525403, 10.32520071035922 43.58871423748204, 10.32528258128224 43.58863373813374, 10.32545458582163 43.58842447058768, 10.32163820403308 43.58871657137512, 10.31488774330739 43.58854799892119))"
10.320025,43.587928999999995,"Depositi Costieri del Tirreno","#0000ff","2019-06-26 22:00:00","2019-06-27 05:00:00","ispra","R1","2019-06-27 03:00:00",48,"POLYGON ((10.31773232465624 43.58861903378501, 10.31773337587569 43.5886211761578, 10.31783745067782 43.58878163576758, 10.31792893163365 43.58889293177981, 10.32162530325624 43.58898642525403, 10.32206826658237 43.58895270344352, 10.32208740722424 43.58893388402883, 10.32221254932218 43.58878163576758, 10.32228695659868 43.58866691671639, 10.32163820403308 43.58871657137512, 10.31773232465624 43.58861903378501))"
10.338633999999999,43.587334000000006,"Raffineria ENI","#ffff00","2019-06-26 22:00:00","2019-06-27 05:00:00","ispra","R1","2019-06-27 03:00:00",48,"POLYGON ((10.32631969618873 43.58835825619053, 10.32637394130895 43.58862492202535, 10.32805774163304 43.58849673806042, 10.33556225307265 43.5879254312993, 10.34222617218892 43.5894937303587, 10.3493288443185 43.59189256589646, 10.34952007244421 43.59165991487084, 10.34234058646761 43.58923683950844, 10.33552354221385 43.58765688462002, 10.32801903278871 43.58822819122678, 10.32631969618873 43.58835825619053))"
10.321111111111101,43.5884722222222,"Toscopetrol","#abffc2","2019-06-26 22:00:00","2019-06-27 05:00:00","ispra","R1","2019-06-27 03:00:00",48,"POLYGON ((10.31830381725318 43.58863330509379, 10.3183065350606 43.58867364591917, 10.31834711480531 43.58887312979583, 10.31835764185321 43.58890377528039, 10.32162530325624 43.58898642525403, 10.32388708685132 43.58881424071119, 10.3239156871616 43.58867364591917, 10.32392458494215 43.58854157482055, 10.32163820403308 43.58871657137512, 10.31830381725318 43.58863330509379))"
10.3201203983695,43.58611844865335,"Costieri D’Alesio","#00ff00","2019-08-02 08:48:00","2019-08-02 07:48:00","eni","R3","2019-08-02 05:48:00",0,"POLYGON ((10.32631830011232 43.58596106269098, 10.32630014316815 43.58569154589151, 10.31531437719635 43.58625464206282, 10.31394163704898 43.58655994990028, 10.31394178941611 43.58656221159693, 10.31399602911526 43.58682885616653, 10.31542265148493 43.58651293405084, 10.32631830011232 43.58596106269098))"
10.320025,43.587928999999995,"Depositi Costieri del Tirreno","#0000ff","2019-08-02 08:48:00","2019-08-02 07:48:00","eni","R3","2019-08-02 05:48:00",0,"POLYGON ((10.32089014479013 43.58623600212429, 10.3207450325864 43.58619814042047, 10.32050890907323 43.5861550110326, 10.32026812525115 43.58612896612825, 10.320025 43.58612025653408, 10.31978187474885 43.58612896612825, 10.31954109092677 43.5861550110326, 10.3193049674136 43.58619814042047, 10.31907577820785 43.58625793893227, 10.31885573052685 43.58633383067566, 10.3188422327039 43.58633973014147, 10.32089014479013 43.58623600212429))"
10.338633999999999,43.587334000000006,"Raffineria ENI","#ffff00","2019-08-02 08:48:00","2019-08-02 07:48:00","eni","R3","2019-08-02 05:48:00",0,"POLYGON ((10.35103605779642 43.58733400000001, 10.35103582221652 43.58733050318585, 10.34164052442502 43.5875732919902, 10.32668800599668 43.58567166525011, 10.32644698093606 43.58568401944454, 10.32639137778867 43.58595736126135, 10.32671385210371 43.58594102773731, 10.34157627209207 43.58783923903768, 10.3510181091815 43.5876004190361, 10.35103605779642 43.58733400000001))"
10.3201203983695,43.58611844865335,"Costieri D’Alesio","#00ff00","2019-09-21 07:55:00","2019-09-21 06:55:00","eni","R1","2019-09-21 04:55:00",0,"POLYGON ((10.31807211052538 43.5903867010046, 10.31831816461546 43.59045090172007, 10.31890917920785 43.59055885735722, 10.31944651118651 43.59061698078437, 10.31982152611261 43.59061223969152, 10.32073173485256 43.59062374692001, 10.32133161753115 43.59055885735722, 10.32192263212354 43.59045090172007, 10.32222240866558 43.59037268368081, 10.31981501858904 43.59034226444713, 10.31807211052538 43.5903867010046))"
10.338633999999999,43.587334000000006,"Raffineria ENI","#ffff00","2019-09-21 07:55:00","2019-09-21 06:55:00","eni","R1","2019-09-21 04:55:00",0,"POLYGON ((10.32699844271225 43.59043303256118, 10.32713172264222 43.59070465816445, 10.34461125178388 43.59092564146965, 10.34967301748976 43.59144087399917, 10.34983795524289 43.59118657508551, 10.34461765696492 43.59065566494669, 10.32699844271225 43.59043303256118))"
